137.91,88.78,-0.27
277.33,122.08,16.66
174.59,94.38,0.14
189.61,81.61,0.66
207.47,85.8,1.58
155.23,58.78,-0.01
131.84,83.52,-0.46
16.6,40.56,-10.73
184.61,131.62,0.63
129.08,128.79,-0.81
247.02,99.29,8.49
108.01,55.52,-1.44
88.83,86.44,-2.99
190.86,95.7,0.64
152.37,132.08,-0.03
142.89,101.17,-0.12
170.4,98.73,0.25
248.53,134.82,9.07
105.34,49.91,-1.7
78.81,81.65,-3.07
21.21,12.24,-9.6
141.48,79.24,-0.02
174.7,84.28,0.11
163.69,132.39,0.21
270.46,122.9,15.24
112.09,84.33,-1.27
147.28,132.89,-0.16
86.37,141.58,-3.86
207.28,57.44,2.12
208.11,13.45,0.92
14.3,34.64,-10.75
31.3,47.69,-8.91
34.12,0.21,-7.68
92.91,87.73,-3.02
34.32,22.81,-7.8
74.96,143.91,-5.04
98.34,139.51,-3.45
142.69,84.83,-0.07
178.68,132.86,0.46
175.45,122.01,0.16
83.24,84.1,-2.89
251.03,103.6,9.34
84.49,146.54,-3.93
156.68,133.19,0.0
206.98,21.56,1.15
106.17,88.11,-1.4
161.59,89.12,0.67
148.45,128.81,0.56
162.63,98.92,0.79
186.55,94.52,0.96
127.04,84.61,-0.18
153.72,98.05,0.64
177.24,130.99,0.44
133.32,137.41,-0.35
156.63,102.47,0.61
155.27,127.46,0.6
142.54,132.35,0.58
129.58,122.56,-0.37
145.77,99.67,0.62
137.87,92.12,0.32
286.24,126.29,19.16
174.78,97.93,0.51
190.2,85.17,1.18
208.61,88.63,1.81
155.35,61.89,0.2
131.77,86.96,0.14
184.87,135.56,1.02
128.56,132.76,-0.46
251.63,102.35,10.09
107.71,58.39,-1.12
87.64,89.56,-2.85
191.36,98.77,0.96
152.22,135.82,0.49
142.85,104.7,0.57
170.59,102.35,0.54
253.34,139.88,10.63
104.89,52.61,-1.32
77.3,84.92,-2.2
16.91,12.16,-10.21
141.52,82.74,0.51
174.93,87.99,0.62
163.65,136.22,0.74
278.6,127.24,17.78
111.57,87.5,-0.9
147.02,136.65,0.45
84.45,145.63,-3.52
208.98,59.49,2.52
208.86,16.63,2.44
27.0,48.78,-8.85
30.66,0.17,-7.68
91.73,90.9,-2.88
30.99,23.49,-8.08
72.2,148.13,-5.16
96.74,143.38,-3.1
142.76,88.29,0.75
178.82,136.7,0.68
175.45,125.8,0.36
82.14,87.38,-2.8
256.25,106.76,11.02
82.51,150.63,-3.59
156.56,137.01,0.53
208.13,23.96,1.95
304.0,134.0,13.79
104.37,91.69,-1.02
161.11,92.87,0.87
148.0,132.67,0.73
162.36,102.55,0.86
186.18,98.1,1.41
125.79,88.37,0.25
153.17,101.74,0.74
176.82,134.7,0.87
132.05,141.69,0.39
156.12,106.09,0.8
154.85,131.18,0.75
141.71,136.25,0.73
128.19,126.6,0.33
145.01,103.29,0.8
136.87,95.3,0.52
295.09,130.31,24.26
174.4,101.47,0.89
189.66,88.59,1.68
208.69,91.57,3.11
154.66,65.13,0.47
130.86,90.53,0.36
184.64,139.4,1.5
127.19,136.92,0.26
255.77,104.98,12.65
106.12,61.75,-0.9
84.86,93.12,-2.3
190.91,102.33,1.62
151.64,139.68,0.85
142.02,108.27,0.97
170.13,105.91,0.92
257.86,144.84,12.7
103.19,55.91,-0.89
75.07,88.81,-2.47
141.29,86.6,0.16
174.48,91.38,0.98
163.18,139.98,1.09
286.69,131.29,21.81
110.09,90.96,-0.81
146.4,140.5,0.79
81.49,150.34,-3.14
209.16,61.52,4.19
208.87,17.16,3.81
20.93,50.91,-9.27
88.93,94.46,-2.32
25.17,24.57,-7.78
68.37,152.78,-4.62
93.98,147.89,-2.38
142.29,92.26,0.45
178.49,140.52,1.09
175.14,129.45,0.55
79.36,91.19,-2.4
260.81,109.79,14.02
79.54,155.37,-3.08
156.01,140.84,0.86
207.96,25.17,3.5
254.0,135.0,5.63
263.0,124.0,6.98
103.84,94.74,-1.87
161.29,96.26,0.7
148.23,136.26,0.33
162.55,106.15,0.75
186.69,101.39,1.14
125.88,91.47,-0.34
153.49,105.24,0.34
177.24,138.55,0.48
131.93,145.37,-0.1
156.47,109.63,0.39
155.07,134.83,0.39
141.88,139.69,0.23
128.06,130.17,-0.28
145.38,106.92,0.27
137.19,98.71,-0.29
174.71,105.03,0.37
190.62,92.01,1.25
210.01,94.97,2.85
155.14,68.2,0.04
131.07,93.58,-0.33
185.25,143.24,1.07
127.05,140.66,-0.16
262.32,108.38,13.34
105.83,64.2,-1.5
83.81,95.93,-3.44
191.56,105.77,1.4
151.88,143.31,0.42
142.48,111.79,0.29
170.52,109.53,0.47
264.5,150.82,13.66
102.96,58.4,-1.67
74.02,91.88,-3.6
141.46,90.01,-0.03
174.85,95.16,0.71
163.61,143.72,0.61
109.81,93.71,-1.81
146.49,144.08,0.46
79.61,154.27,-3.75
211.22,63.75,3.82
211.26,18.2,2.85
16.71,51.5,-11.3
87.86,97.4,-3.45
21.64,24.32,-9.75
65.75,156.65,-6.0
92.5,151.61,-3.27
142.54,95.73,0.16
178.84,144.38,0.79
175.34,133.23,0.36
78.33,94.22,-3.68
267.79,113.69,15.24
77.55,159.33,-3.75
156.34,144.61,0.38
209.72,27.64,2.86
254.31,136.49,11.53
263.49,125.41,14.0
265.0,100.0,6.97
103.23,92.56,-2.96
162.08,94.01,-0.99
148.94,134.58,-1.09
163.41,104.12,-0.94
187.73,99.09,-0.41
126.04,89.45,-1.66
154.04,103.28,-0.88
178.03,136.68,-0.51
132.5,143.65,-1.78
157.04,107.65,-0.88
155.82,133.09,-1.04
142.6,138.04,-1.16
128.59,128.47,-2.08
145.96,104.9,-1.07
137.44,96.26,-1.23
175.38,102.93,-0.78
191.61,89.52,-0.27
212.17,91.6,1.25
155.18,65.27,-0.81
131.22,91.31,-1.56
186.35,141.46,-0.51
127.49,139.06,-1.82
270.02,104.06,12.81
104.94,60.91,-2.3
82.02,93.77,-5.16
192.8,103.46,-0.39
152.66,141.55,-1.18
143.1,109.84,-1.2
171.1,107.5,-0.71
272.3,150.1,13.65
102.01,55.02,-2.56
71.92,90.01,-5.0
141.45,87.56,-0.94
175.6,93.01,-0.56
164.38,142.01,-0.84
109.21,91.51,-2.73
147.38,142.41,-1.23
78.3,153.3,-6.1
213.56,58.74,2.38
213.07,12.31,1.22
86.09,95.52,-5.22
16.22,18.46,-11.05
63.16,155.76,-8.74
91.09,150.51,-5.05
142.79,93.26,-0.85
179.79,142.52,-0.62
175.97,131.35,-0.8
76.26,92.22,-5.04
276.54,110.1,14.86
76.31,158.34,-6.23
157.06,142.84,-1.06
211.79,21.93,1.2
260.88,134.73,11.0
271.55,122.72,13.82
266.51,98.79,12.28
217.0,34.0,1.31
270.0,128.0,6.99
