277.33,122.08,16.66
174.59,94.38,0.14
189.61,81.61,0.66
207.47,85.8,1.58
184.61,131.62,0.63
247.02,99.29,8.49
190.86,95.7,0.64
170.4,98.73,0.25
248.53,134.82,9.07
174.7,84.28,0.11
163.69,132.39,0.21
270.46,122.9,15.24
207.28,57.44,2.12
208.11,13.45,0.92
178.68,132.86,0.46
175.45,122.01,0.16
251.03,103.6,9.34
206.98,21.56,1.15
161.59,89.12,0.67
162.63,98.92,0.79
186.55,94.52,0.96
177.24,130.99,0.44
286.24,126.29,19.16
174.78,97.93,0.51
190.2,85.17,1.18
208.61,88.63,1.81
184.87,135.56,1.02
251.63,102.35,10.09
191.36,98.77,0.96
170.59,102.35,0.54
253.34,139.88,10.63
174.93,87.99,0.62
163.65,136.22,0.74
278.6,127.24,17.78
208.98,59.49,2.52
208.86,16.63,2.44
178.82,136.7,0.68
175.45,125.8,0.36
256.25,106.76,11.02
208.13,23.96,1.95
304.0,134.0,13.79
161.11,92.87,0.87
162.36,102.55,0.86
186.18,98.1,1.41
176.82,134.7,0.87
295.09,130.31,24.26
174.4,101.47,0.89
189.66,88.59,1.68
208.69,91.57,3.11
184.64,139.4,1.5
255.77,104.98,12.65
190.91,102.33,1.62
170.13,105.91,0.92
257.86,144.84,12.7
174.48,91.38,0.98
163.18,139.98,1.09
286.69,131.29,21.81
209.16,61.52,4.19
208.87,17.16,3.81
178.49,140.52,1.09
175.14,129.45,0.55
260.81,109.79,14.02
207.96,25.17,3.5
254.0,135.0,5.63
263.0,124.0,6.98
161.29,96.26,0.7
162.55,106.15,0.75
186.69,101.39,1.14
177.24,138.55,0.48
174.71,105.03,0.37
190.62,92.01,1.25
210.01,94.97,2.85
185.25,143.24,1.07
262.32,108.38,13.34
191.56,105.77,1.4
170.52,109.53,0.47
264.5,150.82,13.66
174.85,95.16,0.71
163.61,143.72,0.61
211.22,63.75,3.82
211.26,18.2,2.85
178.84,144.38,0.79
175.34,133.23,0.36
267.79,113.69,15.24
209.72,27.64,2.86
254.31,136.49,11.53
263.49,125.41,14.0
265.0,100.0,6.97
212.17,91.6,1.25
270.02,104.06,12.81
272.3,150.1,13.65
213.56,58.74,2.38
213.07,12.31,1.22
276.54,110.1,14.86
211.79,21.93,1.2
260.88,134.73,11.0
271.55,122.72,13.82
266.51,98.79,12.28
217.0,34.0,1.31
270.0,128.0,6.99
278.0,119.0,7.88
187.62,102.15,0.26
177.58,140.33,0.0
191.42,92.82,0.43
212.78,94.37,1.88
186.13,145.16,0.08
276.63,105.91,16.79
192.59,106.49,0.37
279.19,155.9,16.9
214.81,59.99,3.46
213.98,12.87,1.32
284.1,113.26,18.78
212.42,22.8,1.86
266.58,139.45,14.05
278.62,126.54,17.68
272.95,100.72,15.82
216.81,35.09,3.78
271.08,129.09,15.49
279.16,120.05,17.82
192.0,97.0,0.64
299.0,111.0,13.89
251.0,129.0,6.0
219.0,80.0,2.49
213.68,94.36,1.65
285.28,104.39,18.94
288.14,159.41,18.68
216.43,58.74,3.07
214.51,12.56,0.99
293.88,113.45,21.23
213.23,22.42,1.74
273.89,141.31,15.24
287.82,127.38,19.83
281.13,99.39,17.37
218.6,32.51,3.42
279.22,130.03,16.96
288.44,120.7,20.21
252.64,129.43,9.54
219.75,80.26,3.45
291.0,133.0,9.99
225.0,82.0,1.73
279.0,145.0,8.25
162.24,106.01,0.21
187.4,100.68,0.64
177.32,139.5,0.26
174.36,104.77,0.36
191.45,91.14,0.85
214.37,91.58,2.93
185.79,144.47,0.6
295.02,99.38,25.51
192.58,105.19,0.76
170.07,109.36,0.13
298.07,160.21,23.73
174.82,94.57,0.29
163.23,144.83,0.09
218.28,53.61,4.17
215.23,8.34,1.83
178.9,145.34,0.33
174.85,134.14,0.29
214.16,17.52,2.79
281.83,140.28,19.5
290.21,94.58,21.86
220.72,26.51,4.74
288.01,128.04,21.76
192.26,95.5,0.67
257.45,127.21,13.15
221.52,76.56,5.1
292.47,132.47,23.95
225.03,81.04,4.98
280.11,144.65,18.95
161.61,104.94,0.11
187.17,99.29,0.5
176.71,138.69,0.03
173.88,103.69,0.21
191.33,89.75,0.79
215.48,89.48,2.57
185.5,143.9,0.29
192.34,103.82,0.9
169.24,108.37,0.11
174.48,93.08,0.13
219.76,49.76,4.96
215.57,4.92,2.33
178.46,144.63,0.1
215.12,12.87,2.85
291.37,140.3,22.54
222.15,21.14,5.78
298.67,126.99,25.47
192.01,94.19,0.78
263.73,126.12,15.04
223.47,73.26,5.42
226.97,77.76,5.32
289.32,145.01,21.22
264.0,125.0,6.99
217.0,51.0,1.58
227.0,59.0,2.53
222.0,40.0,2.0
187.94,98.5,0.44
177.37,138.25,0.16
174.55,102.92,0.15
192.28,88.58,0.5
217.25,87.89,3.18
186.18,143.51,0.44
193.32,103.16,0.66
169.9,107.55,0.08
175.03,92.37,0.16
223.19,45.32,4.64
179.07,144.21,0.19
174.77,132.56,0.35
217.16,7.8,2.91
225.91,15.31,5.43
192.93,93.0,0.71
272.31,125.21,17.08
227.27,69.67,5.08
230.52,74.49,5.75
265.6,124.78,14.65
217.46,50.19,3.4
227.62,58.29,5.66
222.56,39.04,4.6
274.0,120.0,9.68
230.0,60.0,3.64
223.0,66.0,2.65
177.0,97.0,0.51
218.0,74.0,2.37
229.0,4.0,3.28
187.6,98.01,0.34
176.67,138.09,0.13
173.89,102.32,0.12
191.85,87.84,0.82
218.25,86.14,3.07
185.68,143.52,0.59
193.12,102.74,0.84
169.12,107.05,0.04
174.54,91.44,0.06
162.29,143.25,0.05
224.78,41.35,4.59
178.44,144.07,0.22
174.36,132.43,0.08
228.35,9.52,5.67
192.6,92.3,0.97
280.33,124.59,20.06
229.37,66.28,5.58
232.83,71.3,6.77
272.23,124.15,17.25
218.59,46.74,3.12
229.88,54.5,6.43
224.1,34.97,4.51
275.35,119.6,18.23
230.41,59.13,6.15
223.3,65.11,4.26
176.84,96.67,0.15
218.06,73.36,3.77
285.0,127.0,10.18
199.0,89.0,0.03
188.41,97.19,0.31
192.82,87.37,0.48
220.77,84.37,3.0
186.58,143.54,0.15
194.08,101.83,0.69
228.32,36.58,4.64
193.68,91.73,0.5
291.53,123.89,22.81
233.08,63.16,5.82
237.02,67.84,7.56
282.11,123.41,19.24
221.02,43.51,3.65
234.0,50.35,6.91
227.58,30.13,4.63
285.73,118.83,20.53
234.41,55.32,6.64
226.13,62.43,4.46
220.75,70.9,3.59
287.09,126.99,21.04
199.09,89.02,0.5
239.0,58.0,4.59
237.0,29.0,4.51
229.0,64.0,2.66
187.91,96.6,0.45
192.66,86.68,0.28
221.64,82.66,3.15
186.12,143.68,0.16
193.88,101.2,0.72
174.56,90.41,0.01
230.24,32.38,5.02
193.54,91.13,0.43
235.5,59.64,6.12
240.38,63.64,8.71
291.39,122.68,23.34
222.45,39.82,3.73
237.06,45.82,7.79
229.53,25.54,5.26
237.28,51.37,7.47
227.96,59.46,4.82
222.23,68.37,3.76
198.99,88.35,0.63
239.74,56.97,7.66
237.92,27.54,7.67
229.47,63.45,4.31
188.69,95.62,0.28
193.29,85.66,0.48
224.15,79.98,3.43
186.75,143.12,0.16
194.79,100.28,0.54
233.53,26.27,5.14
194.21,90.1,0.52
239.44,54.68,6.32
245.36,58.09,10.46
224.74,35.14,4.11
241.62,39.78,8.63
232.7,19.28,5.59
241.72,45.72,8.35
231.07,55.21,5.26
224.7,64.83,4.54
199.67,87.33,0.91
244.36,51.4,8.39
242.44,20.58,8.11
232.15,59.68,5.34
239.0,45.0,4.33
246.0,8.0,5.12
188.58,94.74,0.35
193.38,84.74,0.58
225.7,77.63,3.79
186.6,143.03,0.03
194.83,99.49,0.51
235.87,20.72,5.36
194.34,89.2,0.61
242.66,49.89,6.3
250.41,51.87,11.62
226.76,29.9,4.21
245.82,33.4,8.88
235.27,13.25,5.41
245.73,40.03,8.73
233.48,51.06,5.41
226.34,61.78,4.96
199.93,86.43,0.95
248.47,45.69,9.08
246.43,13.34,8.76
234.47,55.93,5.76
239.93,44.16,6.81
234.0,20.0,2.47
189.08,94.33,0.25
193.88,83.93,0.51
227.72,75.4,4.79
186.99,142.92,0.21
195.47,98.9,0.42
239.5,14.62,5.42
194.85,88.38,0.58
246.77,44.84,6.99
257.2,44.89,12.89
229.53,24.85,4.15
251.33,26.25,9.66
239.02,6.61,5.23
251.19,33.38,8.98
237.24,46.13,5.48
229.73,57.48,4.66
200.7,85.53,0.9
253.86,39.43,9.43
238.29,51.32,6.19
244.35,38.68,7.17
234.99,18.28,4.47
251.0,35.0,4.8
188.89,95.74,0.35
176.65,138.89,0.07
173.71,101.3,0.02
194.07,85.69,0.4
229.96,75.21,4.41
186.74,145.26,0.29
195.3,100.43,0.38
174.52,89.35,0.02
241.82,11.54,6.74
178.37,145.27,0.24
174.29,133.0,0.01
195.03,90.14,0.49
249.72,42.74,8.89
263.4,40.24,16.09
231.44,22.32,5.05
255.96,21.7,11.64
255.48,29.85,11.16
239.52,44.59,7.21
176.76,94.84,0.02
231.74,56.73,5.89
200.96,87.33,1.05
258.58,35.69,11.28
240.79,49.84,7.79
247.55,36.29,8.88
236.9,15.91,5.93
251.75,34.62,9.66
238.0,45.0,3.63
177.45,139.17,0.07
174.26,101.27,-0.0
194.7,85.65,0.12
233.39,73.16,2.66
174.91,89.5,0.34
178.98,145.53,0.89
195.79,90.05,0.1
255.0,37.61,8.94
272.33,31.82,20.0
234.66,17.58,5.29
261.78,23.2,11.89
243.74,39.98,7.97
177.25,95.0,0.07
235.57,53.1,5.12
202.21,87.11,0.54
265.41,29.11,11.03
245.4,45.56,8.17
252.8,30.85,9.16
240.7,10.38,6.13
257.43,28.74,10.47
239.2,43.72,6.76
245.0,30.0,4.8
188.89,95.01,0.26
176.72,139.71,0.49
173.75,101.54,0.11
194.3,85.44,0.49
234.18,72.11,4.39
186.89,145.5,0.46
174.58,88.38,0.36
178.92,145.92,0.73
174.23,134.08,0.2
195.33,89.81,0.53
259.35,31.93,10.86
282.11,21.11,22.55
267.7,15.71,12.64
247.46,34.5,8.87
176.77,94.72,0.27
238.06,49.41,6.24
201.89,86.81,1.01
270.52,22.83,13.24
249.22,40.53,8.94
257.17,24.97,10.85
262.22,22.32,12.69
242.19,39.27,7.92
245.63,29.46,8.8
245.0,43.0,3.97
189.26,95.92,0.63
177.65,140.17,0.09
174.28,102.09,0.15
194.87,85.72,0.7
236.47,71.27,6.75
187.53,145.34,0.52
195.12,100.8,0.67
175.23,88.05,0.14
180.02,146.22,0.34
174.99,134.63,0.12
195.92,90.15,0.67
265.25,26.31,12.7
252.64,28.9,9.94
177.34,95.23,0.14
241.51,46.16,8.19
202.81,87.08,0.94
254.33,35.89,10.57
263.15,18.73,12.19
246.65,34.64,9.43
250.78,23.62,9.91
182.17,140.72,0.29
245.76,42.31,9.11
189.15,95.44,0.52
177.2,140.31,0.2
173.85,101.75,0.05
194.88,85.12,0.62
239.54,67.53,8.37
187.36,145.67,0.38
195.15,99.92,0.56
167.81,106.78,0.04
179.67,146.45,0.34
174.43,134.68,0.13
195.91,89.48,0.65
257.47,21.62,10.67
245.58,40.23,8.6
202.95,86.39,0.99
259.43,29.21,11.21
251.31,28.18,9.93
255.62,16.02,9.62
181.74,140.99,0.29
250.35,35.98,9.28
189.76,95.02,0.67
177.73,140.71,0.0
174.19,101.91,0.19
195.48,84.81,1.16
188.01,146.05,0.37
195.73,99.5,0.73
167.86,106.9,0.06
175.19,87.32,0.11
180.33,146.82,0.06
175.0,135.19,0.1
196.51,89.21,1.22
177.28,94.71,0.13
250.43,34.31,10.03
203.67,86.04,1.61
265.63,22.0,13.4
256.77,21.32,11.41
182.45,141.38,0.11
255.57,29.72,10.85
189.84,94.37,0.19
195.81,84.45,0.75
195.96,99.01,0.3
196.95,88.78,0.81
255.21,28.41,11.3
204.43,85.48,1.03
262.46,13.52,12.15
260.82,23.09,11.98
190.23,93.8,0.64
177.53,141.52,0.11
174.04,101.83,0.03
196.53,84.09,0.79
188.18,146.93,0.14
196.36,98.48,0.86
174.71,135.72,0.11
197.65,88.46,0.88
177.1,94.28,0.04
205.33,85.1,1.17
182.36,142.1,0.04
190.0,93.24,0.71
176.86,141.58,0.68
173.75,101.48,0.23
196.55,83.28,0.97
187.68,147.09,0.52
196.33,97.75,0.45
